"duplicate_group","sha256","image_count","is_cross_split","split","label","species","source_path","processed_path"
"30","0d51350dae6e350dd8490f6f04f3aa274087d7052c999e53426bd011fbc1ff8a","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000002_1.jpg","data\processed\train\edible\edible_000051.jpg"
"31","811f2aacab74aa9565ac55dc590ded8cffe6d29db4ebff0eac02159b999f31ee","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000003_0.jpg","data\processed\train\edible\edible_000052.jpg"
"31","811f2aacab74aa9565ac55dc590ded8cffe6d29db4ebff0eac02159b999f31ee","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000004_1.jpg","data\processed\train\edible\edible_000054.jpg"
"32","6c7bfa91101d7fabed59cdd5fc9647b9f9a34a4e52a0e5bba97c77449c80bd4a","2","True","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000003_1.jpg","data\processed\train\edible\edible_000053.jpg"
"32","6c7bfa91101d7fabed59cdd5fc9647b9f9a34a4e52a0e5bba97c77449c80bd4a","2","True","val","edible","Agaricus_subrufescens","data\raw\splitted_dataset\val\edible\Agaricus_subrufescens_000004_0.jpg","data\processed\val\edible\edible_000006.jpg"
"33","ae47e353b641f8b32dc6dfb59d80cb8cf601dcba2add3b1ffada57a0caba8a8f","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000005_0.jpg","data\processed\train\edible\edible_000055.jpg"
"33","ae47e353b641f8b32dc6dfb59d80cb8cf601dcba2add3b1ffada57a0caba8a8f","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000006_1.jpg","data\processed\train\edible\edible_000057.jpg"
"34","dc98a77e3bf94adf1a8a1c5f456f708b74d29f98af996dd6aebce0239b4c67fb","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000005_1.jpg","data\processed\train\edible\edible_000056.jpg"
"34","dc98a77e3bf94adf1a8a1c5f456f708b74d29f98af996dd6aebce0239b4c67fb","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000007_0.jpg","data\processed\train\edible\edible_000058.jpg"
"35","012d20ca8e2b9c6de3b56ca5d43c7ad26c56c0700e097d963fa1ebab0e2f681f","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000007_1.jpg","data\processed\train\edible\edible_000059.jpg"
"35","012d20ca8e2b9c6de3b56ca5d43c7ad26c56c0700e097d963fa1ebab0e2f681f","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000012_0.jpg","data\processed\train\edible\edible_000067.jpg"
"36","66ccd477c63bab021c0db33591ec05ac105ecf4ff88d21f0bed56460b052c71c","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000008_0.jpg","data\processed\train\edible\edible_000060.jpg"
"36","66ccd477c63bab021c0db33591ec05ac105ecf4ff88d21f0bed56460b052c71c","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000009_1.jpg","data\processed\train\edible\edible_000063.jpg"
"37","f588c2f560c978dd00bb37d59569f4b28a5c6760d89c56ffb5762e54f8ca6baf","2","True","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000008_1.png","data\processed\train\edible\edible_000061.jpg"
"37","f588c2f560c978dd00bb37d59569f4b28a5c6760d89c56ffb5762e54f8ca6baf","2","True","test","edible","Agaricus_subrufescens","data\raw\splitted_dataset\test\edible\Agaricus_subrufescens_000010_0.png","data\processed\test\edible\edible_000006.jpg"
"38","9147191eee69532492296188ac30d7b4bf1a0369933f29621ad517d5ab47d2a9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000009_0.jpg","data\processed\train\edible\edible_000062.jpg"
"38","9147191eee69532492296188ac30d7b4bf1a0369933f29621ad517d5ab47d2a9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000010_1.jpg","data\processed\train\edible\edible_000064.jpg"
"39","5f187197a9d560c5e583fe7d94a5061294546780ce960a8645c80648b4cf6fcb","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000011_1.jpg","data\processed\train\edible\edible_000066.jpg"
"39","5f187197a9d560c5e583fe7d94a5061294546780ce960a8645c80648b4cf6fcb","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000013_0.jpg","data\processed\train\edible\edible_000069.jpg"
"40","d21c5317167f1fd4088e479fa1a18ded52752950d2909491acb3009fa594bc7d","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000013_1.png","data\processed\train\edible\edible_000070.jpg"
"40","d21c5317167f1fd4088e479fa1a18ded52752950d2909491acb3009fa594bc7d","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000016_0.png","data\processed\train\edible\edible_000074.jpg"
"41","28fdcdfc362826a8643d5c6ea148d39bf36efc1c4d0306e1c32bbb1a15dc2a22","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000014_0.jpg","data\processed\train\edible\edible_000071.jpg"
"41","28fdcdfc362826a8643d5c6ea148d39bf36efc1c4d0306e1c32bbb1a15dc2a22","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000016_1.jpg","data\processed\train\edible\edible_000075.jpg"
"42","f7641c19ab9b47d6c82c735ef74cf7303c25057306f9ef99ed356ea09a68ddd9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000015_0.png","data\processed\train\edible\edible_000072.jpg"
"42","f7641c19ab9b47d6c82c735ef74cf7303c25057306f9ef99ed356ea09a68ddd9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000017_1.png","data\processed\train\edible\edible_000077.jpg"
"43","730b55354b142074d731ca5b045cc799b30db12f552b8257855b4620c13b8a18","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000015_1.jpg","data\processed\train\edible\edible_000073.jpg"
"43","730b55354b142074d731ca5b045cc799b30db12f552b8257855b4620c13b8a18","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000017_0.jpg","data\processed\train\edible\edible_000076.jpg"
"44","ad9297cc3487bb07d61b323e284b86adfc811b9e7871ad607e514ccc7e86a88d","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000018_1.jpg","data\processed\train\edible\edible_000078.jpg"
"44","ad9297cc3487bb07d61b323e284b86adfc811b9e7871ad607e514ccc7e86a88d","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000019_0.jpg","data\processed\train\edible\edible_000079.jpg"
"45","4428608f77ba75a2303c8ffc841670751a207fd8017b7c094984c95b4feec8e9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000019_1.jpg","data\processed\train\edible\edible_000080.jpg"
"45","4428608f77ba75a2303c8ffc841670751a207fd8017b7c094984c95b4feec8e9","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000021_0.jpg","data\processed\train\edible\edible_000083.jpg"
"46","26def26ef0b230ef8b78abe77d8d37fb0128b6ff0f4aa1298528982ac3461433","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000020_0.jpg","data\processed\train\edible\edible_000081.jpg"
"46","26def26ef0b230ef8b78abe77d8d37fb0128b6ff0f4aa1298528982ac3461433","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000020_1.jpg","data\processed\train\edible\edible_000082.jpg"
"47","cf393280e670e7697e327937f2faf36be127ac71717c7fb021ca84c49110dce8","2","True","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000021_1.jpg","data\processed\train\edible\edible_000084.jpg"
"47","cf393280e670e7697e327937f2faf36be127ac71717c7fb021ca84c49110dce8","2","True","val","edible","Agaricus_subrufescens","data\raw\splitted_dataset\val\edible\Agaricus_subrufescens_000024_0.jpg","data\processed\val\edible\edible_000008.jpg"
"48","216b2ee5a31673160eada6a21bd872254da412d41b299abb71cd76b45e51ac47","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000022_0.jpg","data\processed\train\edible\edible_000085.jpg"
"48","216b2ee5a31673160eada6a21bd872254da412d41b299abb71cd76b45e51ac47","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000022_1.jpg","data\processed\train\edible\edible_000086.jpg"
"49","13d488fd1145ab781605cb2316cba74f466974351ef39014bc6e3eb74378dfe8","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000024_1.jpg","data\processed\train\edible\edible_000087.jpg"
"49","13d488fd1145ab781605cb2316cba74f466974351ef39014bc6e3eb74378dfe8","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000026_0.jpg","data\processed\train\edible\edible_000089.jpg"
"50","d62e48dd15e15dade5adcb43331b3bb5d543213e7efc01bd53eb9a89dba59b93","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000025_1.jpg","data\processed\train\edible\edible_000088.jpg"
"50","d62e48dd15e15dade5adcb43331b3bb5d543213e7efc01bd53eb9a89dba59b93","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000027_0.jpg","data\processed\train\edible\edible_000090.jpg"
"51","66cd7418f5b673baf5af20b877e4217be37bc32c4f69377c68f5c88963e34ed7","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000029_0.jpg","data\processed\train\edible\edible_000092.jpg"
"51","66cd7418f5b673baf5af20b877e4217be37bc32c4f69377c68f5c88963e34ed7","2","False","train","edible","Agaricus_subrufescens","data\raw\splitted_dataset\train\edible\Agaricus_subrufescens_000029_1.jpg","data\processed\train\edible\edible_000093.jpg"
"52","d099c5ea4b4614f8b5ebe3234e24cb06414cf00d83c00326d73fcff5f288258f","2","True","train","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\train\edible\Auricularia_auricula-judae_000001_0.jpg","data\processed\train\edible\edible_000096.jpg"
"52","d099c5ea4b4614f8b5ebe3234e24cb06414cf00d83c00326d73fcff5f288258f","2","True","val","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\val\edible\Auricularia_auricula-judae_000001_1.jpg","data\processed\val\edible\edible_000012.jpg"
"53","a0bf427e70ffdfc656f8e27c22781240e07bb98324bbeca0332d6622e57761c4","2","False","train","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\train\edible\Auricularia_auricula-judae_000002_0.jpg","data\processed\train\edible\edible_000097.jpg"
"53","a0bf427e70ffdfc656f8e27c22781240e07bb98324bbeca0332d6622e57761c4","2","False","train","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\train\edible\Auricularia_auricula-judae_000006_1.jpg","data\processed\train\edible\edible_000104.jpg"
"54","b300defc523ef8df48e998acebba8eb8495dd3f3910240a81e916c232284a658","2","False","train","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\train\edible\Auricularia_auricula-judae_000002_1.jpg","data\processed\train\edible\edible_000098.jpg"
"54","b300defc523ef8df48e998acebba8eb8495dd3f3910240a81e916c232284a658","2","False","train","edible","Auricularia_auricula-judae","data\raw\splitted_dataset\train\edible\Auricularia_auricula-judae_000003_0.jpg","data\processed\train\edible\edible_000099.jpg"
